id,name,field,old,new
usr_c47d633dd12445908fa9,Chandraprakash Dheerajmal Siroya,bio,"Mr. Chandraprakash Dheerajmal Siroya — affectionately known as Chandu Siroya — is the Managing Director of Siroya Jewellers LLC, the twenty-eight-year-old Dubai gold-and-diamond house with two retail showrooms, one manufacturing factory and a specialism in 18k, 21k and 22k wholesale gold jewellery for the Middle Eastern market. As Vice Chairman of the Dubai Gold and Jewellery Group, he is one of the most quoted voices in Gulf bullion commentary — regularly turning up in The National, Khaleej Times and Solitaire International. In August 2024, the Gem and Jewellery Export Promotion Council named him to its ""Legends of the Gems and Jewellery Industry"" Award at IIJS Mumbai — fitting recognition for an eleven-time winner of India's highest gold-jewellery-import honour.","Mr. Chandraprakash Dheerajmal Siroya — affectionately known as Chandu Siroya — is the Managing Director of Siroya Jewellers LLC, the twenty-eight-year-old Dubai gold-and-diamond house with two retail showrooms, one manufacturing factory and a specialism in 18k, 21k and 22k wholesale gold jewellery for the Middle Eastern market. As Vice Chairman of the Dubai Gold and Jewellery Group, he is one of the most quoted voices in Gulf bullion commentary — regularly turning up in The National, Khaleej Times and Solitaire International. In August 2024, the Gem and Jewellery Export Promotion Council named him to its ""Legends of the Gems and Jewellery Industry"" Award at IIJS Mumbai — fitting recognition for an eleven-time winner of India's highest gold-jewellery-import honour"
usr_07826a26d929461cabb4,Chirag Warty,organization,Ved Sanjeevani Private Limited,
usr_07826a26d929461cabb4,Chirag Warty,address,"126, Tawakkal Layout, Katol Bypass, Wadi
Nagpur, Maharashtra 440023
India ::: 121 Khatol Bypass, behind Om sweets, Wadi
Nagpur, Maharashtra 440023
India ::: Plot No. 38–71, Sonba Nagar, Khadgaon Road,","126, Tawakkal Layout, Katol Bypass, Wadi Nagpur, Maharashtra 440023 India: : : 121 Khatol Bypass, behind Om sweets, Wadi Nagpur, Maharashtra 440023 India: : : Plot No. 38–71, Sonba Nagar, Khadgaon Road"
usr_07826a26d929461cabb4,Chirag Warty,bio,"Mr. Chirag Warty is the Chief Strategy Officer of Ved Sanjeevani — the Nagpur–Mumbai D2C Ayurvedic personal- care brand that in under three years grew from the Doshi family's home remedy to a category-defining Nabhi- science and hair-oil house, powered by a women-led workforce at its Nagpur facility. A Stanford-trained strategist (B.S.E.E. Mississippi, MEng UIC), he brings over two decades of C-suite experience across technology and manufacturing, having previously served as Group Chief Strategy Officer at both the Doshi Group and the Atharva Group and Managing Director of Quanical. Under his strategic stewardship, Ved Sanjeevani has collected the Shiprocket Shivir, Startup Mahakumbh and DPIIT Maharathi Challenge honours within a single season.","Mr. Chirag Warty is the Chief Strategy Officer of Ved Sanjeevani — the Nagpur–Mumbai D2C Ayurvedic personal- care brand that in under three years grew from the Doshi family's home remedy to a category-defining Nabhi- science and hair-oil house, powered by a women-led workforce at its Nagpur facility. A Stanford-trained strategist (B. S. E. E. Mississippi, MEng UIC), he brings over two decades of C-suite experience across technology and manufacturing, having previously served as Group Chief Strategy Officer at both the Doshi Group and the Atharva Group and Managing Director of Quanical. Under his strategic stewardship, Ved Sanjeevani has collected the Shiprocket Shivir, Startup Mahakumbh and DPIIT Maharathi Challenge honours within a single season"
usr_07826a26d929461cabb4,Chirag Warty,honours,"20+ years of C-suite leadership across technology, manufacturing and consumer wellness; advisory seats on the Atharva Group and Lucknow Farmers Market; Ved Sanjeevani won a Shiprocket Shivir 2025 award and a Startup Mahakumbh 2025 award; Ved Sanjeevani was recognised by the DPIIT Maharathi Challenge as the best D2C company in April 2025","20+ years of C-suite leadership across technology, manufacturing and consumer wellness; advisery seats on the Atharva Group and Lucknow Farmers Market; Ved Sanjeevani won a Shiprocket Shivir 2025 award and a Startup Mahakumbh 2025 award; Ved Sanjeevani was recognised by the DPIIT Maharathi Challenge as the best D2C company in April 2025"
usr_07826a26d929461cabb4,Chirag Warty,qualifications,B.S.E.E. (University of Mississippi); MEng (University of Illinois at Chicago); Strategic Decision and Risk Management (Stanford University); Telecommunication (UCLA),B. S. E. E. (University of Mississippi); MEng (University of Illinois at Chicago); Strategic Decision and Risk Management (Stanford University); Telecommunication (UCLA)
usr_e000a90843544365a2af,Dunston Pereira,designation,"Group Chief Executive Officer, The Private Office of H.H. Sheikh Ahmed Bin Faisal Al-Qassimi for Strategic Alliances and Policies, DIFC, Dubai; Chairman (UAE), International Human Rights organisation; Deputy Chairman, Global Cancer Mission","Sheikh Ahmed Bin Faisal Al-Qassimi for Strategic Alliances and Policies, DIFC, Dubai; Chairman (UAE), International Human Rights organisation; Deputy Chairman, Global Cancer Mission"
usr_e000a90843544365a2af,Dunston Pereira,organization,Private Office of HH Sheikh Ahmed Bin Faisal Al Qassimi for Strategic Alliances and Policies,
usr_e000a90843544365a2af,Dunston Pereira,bio,"Ambassador Dr. Dunston Pereira is the Group Chief Executive Officer of The Private Office of H.H. Sheikh Ahmed Bin Faisal Al-Qassimi for Strategic Alliances and Policies — the DIFC-based investment and strategic-advisory office of a member of the royal families of Sharjah and Ras al Khaimah, with mandates spanning real estate, energy, film city, sports city, an underwater theme park and pharma city. After thirty-five years in Indian corporate leadership, he began his entrepreneurial chapter at forty-six and was named a National Award Winner for Business Excellence in 2018 and a State Award Winner in 2019. He is also Chairman of the UAE International Human Rights organisation and a recipient of the 2022 Nelson Mandela Noble Peace Award — a profile that lands him naturally among Mumbai's gathered peacekeepers.","Ambassador Dr. Sheikh Ahmed Bin Faisal Al-Qassimi for Strategic Alliances and Policies — the DIFC-based investment and strategic-advisery office of a member of the royal families of Sharjah and Ras al Khaimah, with mandates spanning real estate, energy, film city, sports city, an underwater theme park and pharma city. After thirty-five years in Indian corporate leadership, he began his entrepreneurial chapter at forty-six and was named a National Award Winner for Business Excellence in 2018 and a State Award Winner in 2019. He is also Chairman of the UAE International Human Rights organisation and a recipient of the 2022 Nelson Mandela Noble Peace Award — a profile that lands him naturally among Mumbai's gathered peacekeepers"
usr_369e7db767774a73a8dd,Murtuza Saleh,designation,Director (organisation pending verification),
usr_369e7db767774a73a8dd,Murtuza Saleh,bio,"Mr. Murtuza Saleh is carried on the confirmed attendee list for the Conclave. Open-source research has not surfaced a reliable primary affiliation that matches him with confidence, and the register therefore presents him with diplomatic restraint pending delegate-office confirmation. The Conclave team is best placed to fill in his current organisation, role and biographical detail, after which this entry will be fully dressed in the same format applied to his verified peers.","Mr. The Conclave team is best placed to fill in his current organisation, role and biographical detail, after which this entry will be fully dressed in the same format applied to his verified peers"
usr_6126bd558da142398498,Mayuri Bohra,designation,"Executive Vice President (as supplied), Howden Insurance Brokers India Private Limited, Mumbai",
usr_6126bd558da142398498,Mayuri Bohra,organization,"Howden Insurance Brokers India Private Limited, Mumbai",
usr_6126bd558da142398498,Mayuri Bohra,bio,"Ms. Mayuri Bohra is carried on the Conclave roster as Executive Vice President at Howden Insurance Brokers India Private Limited (CIN U67200MH2004PTC144558), the Powai-headquartered Indian arm of the UK's Howden Group, which turned over approximately ₹217 crore in FY2024–25 across liability, property and reinsurance lines. Her individual public footprint is thin: the designation is plausible but not independently corroborated on Howden's leadership page, and no verified social handles were located. In a trade built on quiet paperwork and quieter handshakes, she moves — for now — unannounced by the internet, her name carried only on the company's letterhead.","Ms. In a trade built on quiet paperwork and quieter handshakes, she moves — for now — unannounced by the internet, her name carried only on the company's letterhead"
usr_6126bd558da142398498,Mayuri Bohra,honours,"Employer — Howden Insurance Brokers India Private Limited, CIN U67200MH2004PTC144558 (incorporated 16 February 2004, ROC Mumbai; registered office Supreme Business Park, Hiranandani Gardens, Powai, Mumbai 400076); FY2024–25 revenue approximately ₹217 crore; 309 employees (March 2024); part of the UK-based Howden Group; directors of record include Amit Kumar Agarwal (Managing Director), Mahesh Manohar Chainani and Mark Andrew Edward Eaton Wood",
usr_e3b823f39f804372b5c7,Varun Suthra,bio,"Dr. Varun Suthra, Director (International Relations) at KIIT and KISS, Bhubaneswar, is a journalist-turned- diplomatic-fixer from Reasi in Jammu & Kashmir. A self-described Doctor of Ayurveda — specific degree unverifiable — he sits on the FIVB Communications Commission and keynoted the 2026 Warsaw cybersecurity conference on hate speech. FIFA's Fatma Samoura felicitated him in Zurich for piloting Football for Schools in India. His LinkedIn is verified; a Wikipedia page is not. Between the temple-towns of Odisha and the marble corridors of Zurich, he carries KIIT's calling card with practised ease.","Dr. Varun Suthra, Director (International Relations) at KIIT and KISS, Bhubaneswar, is a journalist-turned- diplomatic-fixer from Reasi in Jammu & Kashmir. FIFA's Fatma Samoura felicitated him in Zurich for piloting Football for Schools in India. His LinkedIn is verified; a Wikipedia page is not. Between the temple-towns of Odisha and the marble corridors of Zurich, he carries KIIT's calling card with practised ease"
usr_e3b823f39f804372b5c7,Varun Suthra,honours,"Member, FIVB Communications Commission; felicitated by FIFA Secretary-General Fatma Samoura at FIFA HQ, Zurich, for piloting the FIFA Football for Schools programme in India (Daily Excelsior); keynote and scientific committee member, 2nd International Scientific Conference on Cybersecurity, Helena Chodkowska University of Technology and Economics, Warsaw, April 2026; former Staff Correspondent, The Tribune; former Deputy Editor, JK Newspoint; originally from Reasi, Jammu & Kashmir","Member, FIVB Communications Commission; felicitated by FIFA Secretary-General Fatma Samoura at FIFA HQ, Zurich, for piloting the FIFA Football for Schools programmeme in India (Daily Excelsior); keynote and scientific committee member, 2nd International Scientific Conference on Cybersecurity, Helena Chodkowska University of Technology and Economics, Warsaw, April 2026; former Staff Correspondent, The Tribune; former Deputy Editor, JK Newspoint; originally from Reasi, Jammu & Kashmir"
